EmployeeNumber,Age,DailyRate,DistanceFromHome,EmployeeCount,HourlyRate,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,StandardHours,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Education,EnvironmentSatisfaction,JobInvolvement,JobLevel,JobSatisfaction,RelationshipSatisfaction,StockOptionLevel,WorkLifeBalance,BusinessTravel,Department,EducationField,Gender,JobRole,MaritalStatus,Over18,OverTime,Attrition
1542,42.0,1210.0,2.0,1.0,68.0,4841.0,24052.0,4.0,14.0,3.0,80.0,4.0,3.0,1.0,0.0,0.0,0.0,3,3,2,1,2,2,1,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,No,0
1543,37.0,674.0,13.0,1.0,47.0,4285.0,3031.0,1.0,17.0,3.0,80.0,10.0,2.0,10.0,8.0,3.0,7.0,3,1,3,2,4,1,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
1544,29.0,441.0,8.0,1.0,39.0,9715.0,7288.0,3.0,13.0,3.0,80.0,9.0,3.0,7.0,7.0,0.0,7.0,1,3,1,2,1,3,1,3,Travel_Rarely,Research & Development,Other,Female,Healthcare Representative,Married,Y,No,0
1545,33.0,575.0,25.0,1.0,44.0,4320.0,24152.0,1.0,13.0,3.0,80.0,5.0,2.0,5.0,3.0,0.0,2.0,3,4,2,2,2,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Single,Y,No,0
1546,45.0,950.0,28.0,1.0,97.0,2132.0,4585.0,4.0,20.0,4.0,80.0,8.0,3.0,5.0,4.0,0.0,3.0,3,4,3,1,4,4,1,3,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Y,No,0
1547,42.0,288.0,2.0,1.0,40.0,10124.0,18611.0,2.0,14.0,3.0,80.0,24.0,3.0,20.0,8.0,13.0,9.0,3,4,3,3,4,3,1,1,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Married,Y,Yes,0
1548,40.0,1342.0,9.0,1.0,47.0,5473.0,19345.0,0.0,12.0,3.0,80.0,9.0,5.0,8.0,4.0,7.0,1.0,2,1,3,2,1,4,0,4,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Y,No,0
1549,33.0,589.0,28.0,1.0,79.0,5207.0,22949.0,1.0,12.0,3.0,80.0,15.0,3.0,15.0,14.0,5.0,7.0,4,2,3,2,3,2,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,Yes,0
1550,40.0,898.0,6.0,1.0,38.0,16437.0,17381.0,1.0,21.0,4.0,80.0,21.0,2.0,21.0,7.0,7.0,7.0,2,3,3,4,4,4,0,3,Travel_Rarely,Human Resources,Medical,Male,Manager,Single,Y,Yes,0
1551,24.0,350.0,21.0,1.0,57.0,2296.0,10036.0,0.0,14.0,3.0,80.0,2.0,3.0,1.0,1.0,0.0,0.0,2,3,2,1,1,2,3,3,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,Y,No,0
1552,40.0,1142.0,8.0,1.0,72.0,4069.0,8841.0,3.0,18.0,3.0,80.0,8.0,2.0,2.0,2.0,2.0,2.0,2,4,3,2,4,3,0,3,Non-Travel,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,Yes,0
1553,45.0,538.0,1.0,1.0,66.0,7441.0,20933.0,1.0,12.0,3.0,80.0,10.0,4.0,10.0,8.0,7.0,7.0,4,1,3,3,2,1,3,3,Travel_Rarely,Research & Development,Technical Degree,Male,Healthcare Representative,Divorced,Y,No,0
1554,35.0,1402.0,28.0,1.0,98.0,2430.0,26204.0,0.0,23.0,4.0,80.0,6.0,5.0,5.0,3.0,4.0,2.0,4,2,2,1,3,1,2,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Representative,Married,Y,No,0
1555,32.0,824.0,5.0,1.0,67.0,5878.0,15624.0,3.0,12.0,3.0,80.0,12.0,2.0,7.0,1.0,2.0,5.0,2,4,2,2,2,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Y,No,0
1556,36.0,1157.0,2.0,1.0,70.0,2644.0,17001.0,3.0,21.0,4.0,80.0,7.0,3.0,3.0,2.0,1.0,2.0,4,3,3,1,4,4,0,2,Travel_Rarely,Sales,Life Sciences,Male,Sales Representative,Single,Y,Yes,0
1557,48.0,492.0,16.0,1.0,96.0,6439.0,13693.0,8.0,14.0,3.0,80.0,18.0,2.0,8.0,7.0,7.0,7.0,4,3,3,2,3,3,1,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Divorced,Y,No,0
1558,29.0,598.0,9.0,1.0,91.0,2451.0,22376.0,6.0,18.0,3.0,80.0,5.0,2.0,1.0,0.0,0.0,0.0,3,3,4,1,3,1,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1560,33.0,1242.0,8.0,1.0,46.0,6392.0,10589.0,2.0,13.0,3.0,80.0,8.0,6.0,2.0,2.0,2.0,2.0,4,1,3,2,1,4,1,1,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
1562,30.0,740.0,1.0,1.0,64.0,9714.0,5323.0,1.0,11.0,3.0,80.0,10.0,4.0,10.0,8.0,6.0,7.0,3,2,2,2,1,4,1,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,1
1563,38.0,888.0,10.0,1.0,71.0,6077.0,14814.0,3.0,11.0,3.0,80.0,10.0,2.0,6.0,3.0,1.0,2.0,4,3,3,2,3,3,0,3,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,Y,No,0
1564,35.0,992.0,1.0,1.0,68.0,2450.0,21731.0,1.0,19.0,3.0,80.0,3.0,3.0,3.0,0.0,1.0,2.0,3,4,2,1,1,2,0,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Y,No,0
1568,30.0,1288.0,29.0,1.0,33.0,9250.0,17799.0,3.0,12.0,3.0,80.0,9.0,3.0,4.0,2.0,1.0,3.0,4,3,3,3,2,2,1,3,Travel_Rarely,Sales,Technical Degree,Male,Sales Executive,Married,Y,No,0
1569,35.0,104.0,2.0,1.0,69.0,2074.0,26619.0,1.0,12.0,3.0,80.0,1.0,2.0,1.0,0.0,0.0,0.0,3,1,3,1,1,4,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Divorced,Y,Yes,1
1572,53.0,607.0,2.0,1.0,78.0,10169.0,14618.0,0.0,16.0,3.0,80.0,34.0,4.0,33.0,7.0,1.0,9.0,5,3,2,3,4,2,1,3,Travel_Rarely,Research & Development,Technical Degree,Female,Manufacturing Director,Married,Y,No,1
1573,38.0,903.0,2.0,1.0,81.0,4855.0,7653.0,4.0,11.0,3.0,80.0,7.0,2.0,5.0,2.0,1.0,4.0,3,3,3,2,2,1,2,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Y,No,1
1574,32.0,1200.0,1.0,1.0,62.0,4087.0,25174.0,4.0,14.0,3.0,80.0,9.0,3.0,6.0,5.0,1.0,2.0,4,4,3,2,1,2,1,2,Non-Travel,Research & Development,Technical Degree,Male,Research Scientist,Married,Y,No,0
1576,48.0,1108.0,15.0,1.0,65.0,2367.0,16530.0,8.0,12.0,3.0,80.0,10.0,3.0,8.0,2.0,7.0,6.0,4,3,3,1,1,4,1,2,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,Y,No,0
1577,34.0,479.0,7.0,1.0,35.0,2972.0,22061.0,1.0,13.0,3.0,80.0,1.0,4.0,1.0,0.0,0.0,0.0,4,1,3,1,4,3,0,1,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,No,0
1578,55.0,685.0,26.0,1.0,60.0,19586.0,23037.0,1.0,21.0,4.0,80.0,36.0,3.0,36.0,6.0,2.0,13.0,5,3,2,5,4,3,1,3,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Y,No,0
1580,34.0,1351.0,1.0,1.0,45.0,5484.0,13008.0,9.0,17.0,3.0,80.0,9.0,3.0,2.0,2.0,2.0,1.0,4,2,3,2,4,2,1,2,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1581,26.0,474.0,3.0,1.0,89.0,2061.0,11133.0,1.0,21.0,4.0,80.0,1.0,5.0,1.0,0.0,0.0,0.0,3,1,3,1,4,1,0,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Married,Y,No,0
1582,38.0,1245.0,14.0,1.0,80.0,9924.0,12355.0,0.0,11.0,3.0,80.0,10.0,3.0,9.0,8.0,7.0,7.0,3,3,3,2,2,4,1,3,Travel_Rarely,Sales,Life Sciences,Male,Sales Executive,Married,Y,No,0
1583,38.0,437.0,16.0,1.0,90.0,4198.0,16379.0,2.0,12.0,3.0,80.0,8.0,5.0,3.0,2.0,1.0,2.0,3,2,3,2,2,2,0,4,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Y,No,0
1585,36.0,884.0,1.0,1.0,73.0,6815.0,21447.0,6.0,13.0,3.0,80.0,15.0,5.0,1.0,0.0,0.0,0.0,4,2,3,2,3,1,0,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Single,Y,No,0
1586,29.0,1370.0,3.0,1.0,87.0,4723.0,16213.0,1.0,18.0,3.0,80.0,10.0,3.0,10.0,9.0,1.0,5.0,1,2,3,1,1,4,0,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Single,Y,Yes,0
1587,35.0,670.0,10.0,1.0,51.0,6142.0,4223.0,3.0,16.0,3.0,80.0,10.0,4.0,5.0,2.0,0.0,4.0,4,1,3,2,3,3,0,3,Travel_Rarely,Research & Development,Medical,Female,Healthcare Representative,Single,Y,Yes,0
1588,39.0,1462.0,6.0,1.0,38.0,8237.0,4658.0,2.0,11.0,3.0,80.0,11.0,3.0,7.0,6.0,7.0,6.0,3,4,4,3,3,1,1,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Y,No,0
1590,29.0,995.0,2.0,1.0,87.0,8853.0,24483.0,1.0,19.0,3.0,80.0,6.0,0.0,6.0,4.0,1.0,3.0,1,1,3,2,4,4,1,4,Travel_Frequently,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,No,0
1591,50.0,264.0,9.0,1.0,59.0,19331.0,19519.0,4.0,16.0,3.0,80.0,27.0,2.0,1.0,0.0,0.0,0.0,3,3,3,5,3,3,1,3,Travel_Rarely,Sales,Marketing,Male,Manager,Married,Y,Yes,0
1592,23.0,977.0,10.0,1.0,45.0,2073.0,12826.0,2.0,16.0,3.0,80.0,4.0,2.0,2.0,2.0,2.0,2.0,3,4,4,1,3,4,1,3,Travel_Rarely,Research & Development,Technical Degree,Male,Research Scientist,Married,Y,No,0
1594,36.0,1302.0,6.0,1.0,80.0,5562.0,19711.0,3.0,13.0,3.0,80.0,9.0,3.0,3.0,2.0,0.0,2.0,4,1,4,2,1,4,1,3,Travel_Frequently,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,Yes,0
1595,42.0,1059.0,9.0,1.0,93.0,19613.0,26362.0,8.0,22.0,4.0,80.0,24.0,2.0,1.0,0.0,0.0,1.0,2,4,2,5,4,4,0,3,Travel_Rarely,Research & Development,Other,Male,Manager,Single,Y,No,0
1596,35.0,750.0,28.0,1.0,46.0,3407.0,25348.0,1.0,17.0,3.0,80.0,10.0,3.0,10.0,9.0,6.0,8.0,3,2,4,2,3,4,2,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
1597,34.0,653.0,10.0,1.0,92.0,5063.0,15332.0,1.0,14.0,3.0,80.0,8.0,3.0,8.0,2.0,7.0,7.0,4,4,2,2,3,2,1,2,Travel_Frequently,Research & Development,Technical Degree,Male,Healthcare Representative,Married,Y,No,0
1598,40.0,118.0,14.0,1.0,84.0,4639.0,11262.0,1.0,15.0,3.0,80.0,5.0,2.0,5.0,4.0,1.0,2.0,2,4,3,2,1,3,1,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,0
1599,43.0,990.0,27.0,1.0,87.0,4876.0,5855.0,5.0,12.0,3.0,80.0,8.0,0.0,6.0,4.0,0.0,2.0,3,4,4,1,2,3,1,3,Travel_Rarely,Research & Development,Technical Degree,Male,Laboratory Technician,Divorced,Y,No,0
1601,35.0,1349.0,7.0,1.0,63.0,2690.0,7713.0,1.0,18.0,3.0,80.0,1.0,5.0,1.0,0.0,0.0,1.0,2,3,2,1,4,4,1,2,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Married,Y,No,0
1602,46.0,563.0,1.0,1.0,56.0,17567.0,3156.0,1.0,15.0,3.0,80.0,27.0,5.0,26.0,0.0,0.0,12.0,4,4,4,4,1,2,0,1,Travel_Rarely,Sales,Life Sciences,Male,Manager,Single,Y,No,0
1604,28.0,329.0,24.0,1.0,51.0,2408.0,7324.0,1.0,17.0,3.0,80.0,1.0,3.0,1.0,1.0,0.0,0.0,3,3,3,1,2,3,3,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Married,Y,Yes,1
1605,22.0,457.0,26.0,1.0,85.0,2814.0,10293.0,1.0,14.0,3.0,80.0,4.0,2.0,4.0,2.0,1.0,3.0,2,2,2,1,3,2,0,2,Non-Travel,Research & Development,Other,Female,Research Scientist,Married,Y,Yes,0
1606,50.0,1234.0,20.0,1.0,41.0,11245.0,20689.0,2.0,15.0,3.0,80.0,32.0,3.0,30.0,8.0,12.0,13.0,5,2,3,4,3,3,1,3,Travel_Frequently,Research & Development,Medical,Male,Healthcare Representative,Married,Y,Yes,0
1607,32.0,634.0,5.0,1.0,35.0,3312.0,18783.0,3.0,17.0,3.0,80.0,6.0,3.0,3.0,2.0,0.0,2.0,4,2,4,1,4,4,2,3,Travel_Rarely,Research & Development,Other,Female,Research Scientist,Married,Y,No,0
1608,44.0,1313.0,7.0,1.0,31.0,19049.0,3549.0,0.0,14.0,3.0,80.0,23.0,4.0,22.0,7.0,1.0,10.0,3,2,3,5,4,4,1,2,Travel_Rarely,Research & Development,Medical,Female,Research Director,Divorced,Y,Yes,0
1609,30.0,241.0,7.0,1.0,48.0,2141.0,5348.0,1.0,12.0,3.0,80.0,6.0,3.0,6.0,4.0,1.0,1.0,3,2,2,1,2,2,1,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Married,Y,No,0
1611,45.0,1015.0,5.0,1.0,50.0,5769.0,23447.0,1.0,14.0,3.0,80.0,10.0,3.0,10.0,7.0,1.0,4.0,5,3,1,2,1,1,0,3,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Single,Y,Yes,0
1612,45.0,336.0,26.0,1.0,52.0,4385.0,24162.0,1.0,15.0,3.0,80.0,10.0,2.0,10.0,7.0,4.0,5.0,3,1,2,2,1,1,1,3,Non-Travel,Sales,Marketing,Male,Sales Executive,Married,Y,No,0
1613,31.0,715.0,2.0,1.0,54.0,5332.0,21602.0,7.0,13.0,3.0,80.0,10.0,3.0,5.0,2.0,0.0,3.0,4,4,3,2,1,4,0,3,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Y,No,0
1614,36.0,559.0,12.0,1.0,76.0,4663.0,12421.0,9.0,12.0,3.0,80.0,7.0,2.0,3.0,2.0,1.0,1.0,4,3,3,2,3,2,2,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Y,Yes,0
1615,34.0,426.0,10.0,1.0,42.0,4724.0,17000.0,1.0,13.0,3.0,80.0,9.0,3.0,9.0,7.0,7.0,2.0,4,3,4,2,4,1,1,3,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Y,No,0
1617,49.0,722.0,25.0,1.0,84.0,3211.0,22102.0,1.0,14.0,3.0,80.0,10.0,3.0,9.0,6.0,1.0,4.0,4,3,3,1,1,4,1,2,Travel_Rarely,Research & Development,Life Sciences,Female,Laboratory Technician,Married,Y,No,0
1618,39.0,1387.0,10.0,1.0,76.0,5377.0,3835.0,2.0,13.0,3.0,80.0,10.0,3.0,7.0,7.0,7.0,7.0,5,2,3,2,1,4,3,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Y,No,0
1619,27.0,1302.0,19.0,1.0,67.0,4066.0,16290.0,1.0,11.0,3.0,80.0,7.0,3.0,7.0,7.0,0.0,7.0,3,4,2,1,1,1,2,3,Travel_Rarely,Research & Development,Other,Male,Laboratory Technician,Divorced,Y,No,0
1621,35.0,819.0,18.0,1.0,48.0,5208.0,26312.0,1.0,11.0,3.0,80.0,16.0,2.0,16.0,15.0,1.0,10.0,5,2,4,2,1,4,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1622,28.0,580.0,27.0,1.0,39.0,4877.0,20460.0,0.0,21.0,4.0,80.0,6.0,5.0,5.0,3.0,0.0,0.0,3,2,1,2,1,2,1,2,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Divorced,Y,No,0
1623,21.0,546.0,5.0,1.0,97.0,3117.0,26009.0,1.0,18.0,3.0,80.0,3.0,2.0,2.0,2.0,2.0,2.0,1,3,3,1,4,3,0,3,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Single,Y,No,0
1624,18.0,544.0,3.0,1.0,70.0,1569.0,18420.0,1.0,12.0,3.0,80.0,0.0,2.0,0.0,0.0,0.0,0.0,2,2,3,1,4,3,0,4,Travel_Frequently,Sales,Medical,Female,Sales Representative,Single,Y,Yes,1
1625,47.0,1176.0,26.0,1.0,98.0,19658.0,5220.0,3.0,11.0,3.0,80.0,27.0,2.0,5.0,2.0,1.0,0.0,4,4,3,5,3,3,1,3,Travel_Rarely,Human Resources,Life Sciences,Female,Manager,Married,Y,No,0
1627,39.0,170.0,3.0,1.0,76.0,3069.0,10302.0,0.0,15.0,3.0,80.0,11.0,3.0,10.0,8.0,0.0,7.0,2,3,2,2,3,4,1,3,Travel_Rarely,Research & Development,Medical,Male,Laboratory Technician,Divorced,Y,No,0
1628,40.0,884.0,15.0,1.0,80.0,10435.0,25800.0,1.0,13.0,3.0,80.0,18.0,2.0,18.0,15.0,14.0,12.0,3,1,2,3,3,4,2,3,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Married,Y,No,0
1630,35.0,208.0,8.0,1.0,52.0,4148.0,12250.0,1.0,12.0,3.0,80.0,15.0,5.0,14.0,11.0,2.0,9.0,4,3,3,2,3,4,1,3,Non-Travel,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Y,No,0
1631,37.0,671.0,19.0,1.0,85.0,5768.0,26493.0,3.0,17.0,3.0,80.0,9.0,2.0,4.0,3.0,0.0,2.0,3,3,3,2,3,1,3,2,Travel_Rarely,Research & Development,Life Sciences,Male,Manufacturing Director,Married,Y,No,0
1633,39.0,711.0,4.0,1.0,81.0,5042.0,3140.0,0.0,13.0,3.0,80.0,10.0,2.0,9.0,2.0,3.0,8.0,3,1,3,2,3,4,0,1,Travel_Frequently,Research & Development,Medical,Female,Manufacturing Director,Single,Y,No,0
1635,45.0,1329.0,2.0,1.0,59.0,5770.0,5388.0,1.0,19.0,3.0,80.0,10.0,3.0,10.0,7.0,3.0,9.0,2,4,2,2,4,1,2,3,Travel_Rarely,Research & Development,Other,Female,Manufacturing Director,Divorced,Y,No,0
1638,38.0,397.0,2.0,1.0,54.0,7756.0,14199.0,3.0,19.0,3.0,80.0,10.0,6.0,5.0,4.0,0.0,2.0,2,4,2,3,3,4,1,4,Travel_Rarely,Research & Development,Medical,Female,Manufacturing Director,Married,Y,Yes,0
1639,35.0,737.0,10.0,1.0,55.0,10306.0,21530.0,9.0,17.0,3.0,80.0,15.0,3.0,13.0,12.0,6.0,0.0,3,4,2,3,1,3,0,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Married,Y,No,1
1640,37.0,1470.0,10.0,1.0,71.0,3936.0,9953.0,1.0,11.0,3.0,80.0,8.0,2.0,8.0,4.0,7.0,7.0,3,2,3,1,2,1,1,1,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Y,No,0
1641,40.0,448.0,16.0,1.0,84.0,7945.0,19948.0,6.0,15.0,3.0,80.0,18.0,2.0,4.0,2.0,3.0,3.0,3,3,3,3,4,4,0,2,Travel_Rarely,Research & Development,Life Sciences,Female,Manufacturing Director,Single,Y,Yes,0
1642,44.0,602.0,1.0,1.0,37.0,5743.0,10503.0,4.0,11.0,3.0,80.0,14.0,3.0,10.0,7.0,0.0,2.0,5,1,3,2,4,3,0,3,Travel_Frequently,Human Resources,Human Resources,Male,Human Resources,Married,Y,Yes,0
1644,48.0,365.0,4.0,1.0,89.0,15202.0,5602.0,2.0,25.0,4.0,80.0,23.0,3.0,2.0,2.0,2.0,2.0,5,3,2,4,4,2,1,3,Travel_Frequently,Research & Development,Medical,Male,Manager,Married,Y,No,0
1645,35.0,763.0,15.0,1.0,59.0,5440.0,22098.0,6.0,14.0,3.0,80.0,7.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2,4,4,2,2,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Y,Yes,1
1646,24.0,567.0,2.0,1.0,32.0,3760.0,17218.0,1.0,13.0,3.0,80.0,6.0,2.0,6.0,3.0,1.0,3.0,1,1,3,1,4,3,0,3,Travel_Frequently,Research & Development,Technical Degree,Female,Research Scientist,Single,Y,Yes,0
1647,27.0,486.0,8.0,1.0,86.0,3517.0,22490.0,7.0,17.0,3.0,80.0,5.0,0.0,3.0,2.0,0.0,2.0,3,2,4,1,3,1,0,3,Travel_Rarely,Research & Development,Medical,Female,Research Scientist,Married,Y,No,0
1648,27.0,591.0,2.0,1.0,87.0,2580.0,6297.0,2.0,13.0,3.0,80.0,6.0,0.0,4.0,2.0,1.0,2.0,3,4,3,1,4,3,0,2,Travel_Frequently,Research & Development,Medical,Male,Research Scientist,Single,Y,No,0
1649,40.0,1329.0,7.0,1.0,73.0,2166.0,3339.0,3.0,14.0,3.0,80.0,10.0,3.0,4.0,2.0,0.0,3.0,3,1,3,1,1,2,0,1,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,Yes,1
1650,29.0,469.0,10.0,1.0,42.0,5869.0,23413.0,9.0,11.0,3.0,80.0,8.0,2.0,5.0,2.0,1.0,4.0,3,3,2,2,3,3,0,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Single,Y,No,0
1651,36.0,711.0,5.0,1.0,42.0,8008.0,22792.0,4.0,12.0,3.0,80.0,9.0,6.0,3.0,2.0,0.0,2.0,4,2,3,3,1,3,2,3,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Y,No,0
1653,25.0,772.0,2.0,1.0,77.0,5206.0,4973.0,1.0,17.0,3.0,80.0,7.0,6.0,7.0,7.0,0.0,7.0,1,4,4,2,3,3,2,3,Travel_Frequently,Research & Development,Life Sciences,Male,Manufacturing Director,Divorced,Y,No,0
1654,39.0,492.0,12.0,1.0,66.0,5295.0,7693.0,4.0,21.0,4.0,80.0,7.0,3.0,5.0,4.0,1.0,0.0,3,4,3,2,2,3,0,3,Travel_Rarely,Research & Development,Medical,Male,Manufacturing Director,Married,Y,No,0
1655,49.0,301.0,22.0,1.0,72.0,16413.0,3498.0,3.0,16.0,3.0,80.0,27.0,2.0,4.0,2.0,1.0,2.0,4,1,3,4,2,2,2,3,Travel_Rarely,Research & Development,Other,Female,Research Director,Married,Y,No,0
1656,50.0,813.0,17.0,1.0,50.0,13269.0,21981.0,5.0,15.0,3.0,80.0,19.0,3.0,14.0,11.0,1.0,11.0,5,4,2,3,1,3,3,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Director,Divorced,Y,No,0
1657,20.0,1141.0,2.0,1.0,31.0,2783.0,13251.0,1.0,19.0,3.0,80.0,2.0,3.0,2.0,2.0,2.0,2.0,3,3,3,1,3,1,0,3,Travel_Rarely,Sales,Medical,Female,Sales Representative,Single,Y,No,0
1658,34.0,1130.0,3.0,1.0,66.0,5433.0,19332.0,1.0,12.0,3.0,80.0,11.0,2.0,11.0,8.0,7.0,9.0,3,4,3,2,2,3,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Research Scientist,Divorced,Y,No,0
1659,36.0,311.0,7.0,1.0,77.0,2013.0,10950.0,2.0,11.0,3.0,80.0,15.0,4.0,4.0,3.0,1.0,3.0,3,1,3,1,2,3,0,3,Travel_Rarely,Research & Development,Life Sciences,Male,Laboratory Technician,Single,Y,No,0
1661,49.0,465.0,6.0,1.0,41.0,13966.0,11652.0,2.0,19.0,3.0,80.0,30.0,3.0,15.0,11.0,2.0,12.0,1,3,2,4,3,2,1,3,Travel_Rarely,Research & Development,Life Sciences,Female,Healthcare Representative,Married,Y,Yes,0
1662,36.0,894.0,1.0,1.0,33.0,4374.0,15411.0,0.0,15.0,3.0,80.0,4.0,6.0,3.0,2.0,1.0,2.0,4,4,2,2,3,3,0,3,Non-Travel,Research & Development,Medical,Female,Manufacturing Director,Married,Y,No,0
1664,36.0,1040.0,3.0,1.0,79.0,6842.0,26308.0,6.0,20.0,4.0,80.0,13.0,3.0,5.0,4.0,0.0,4.0,2,4,4,2,1,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Healthcare Representative,Divorced,Y,No,0
1665,54.0,584.0,22.0,1.0,91.0,17426.0,18685.0,3.0,25.0,4.0,80.0,36.0,6.0,10.0,8.0,4.0,7.0,5,2,3,4,3,3,1,3,Travel_Rarely,Research & Development,Medical,Female,Manager,Married,Y,No,0
1666,43.0,1291.0,15.0,1.0,65.0,17603.0,3525.0,1.0,24.0,4.0,80.0,14.0,3.0,14.0,10.0,6.0,11.0,2,3,2,4,3,1,1,3,Travel_Rarely,Research & Development,Life Sciences,Male,Research Director,Married,Y,No,0
1667,35.0,880.0,12.0,1.0,36.0,4581.0,10414.0,3.0,24.0,4.0,80.0,13.0,2.0,11.0,9.0,6.0,7.0,4,4,3,2,4,1,0,4,Travel_Frequently,Sales,Other,Male,Sales Executive,Single,Y,Yes,1
1668,38.0,1189.0,1.0,1.0,90.0,4735.0,9867.0,7.0,15.0,3.0,80.0,19.0,4.0,13.0,11.0,2.0,9.0,3,4,3,2,4,4,2,4,Travel_Frequently,Research & Development,Life Sciences,Male,Research Scientist,Married,Y,No,0
1669,29.0,991.0,5.0,1.0,43.0,4187.0,3356.0,1.0,13.0,3.0,80.0,10.0,3.0,10.0,0.0,0.0,9.0,3,1,2,2,2,2,1,2,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Y,Yes,0
1670,33.0,392.0,2.0,1.0,93.0,5505.0,3921.0,1.0,14.0,3.0,80.0,6.0,5.0,6.0,2.0,0.0,4.0,4,4,3,2,4,3,2,3,Travel_Rarely,Sales,Medical,Male,Sales Executive,Divorced,Y,No,0
1671,32.0,977.0,2.0,1.0,45.0,5470.0,25518.0,0.0,13.0,3.0,80.0,10.0,4.0,9.0,5.0,1.0,6.0,3,4,3,2,2,3,2,2,Travel_Rarely,Research & Development,Medical,Male,Research Scientist,Divorced,Y,No,0
1673,31.0,1112.0,5.0,1.0,67.0,5476.0,22589.0,1.0,11.0,3.0,80.0,10.0,2.0,10.0,0.0,0.0,2.0,4,1,3,2,4,1,2,3,Travel_Rarely,Sales,Life Sciences,Female,Sales Executive,Married,Y,No,0
1674,49.0,464.0,16.0,1.0,74.0,2587.0,24941.0,4.0,16.0,3.0,80.0,17.0,2.0,2.0,2.0,2.0,2.0,3,4,3,1,1,2,1,2,Travel_Rarely,Research & Development,Medical,Female,Laboratory Technician,Divorced,Y,Yes,0
